nutrient_code,nutrient_name_ko,nutrient_name_en,nutrient_group,sex,age_min_months,age_max_months,pregnancy_status,condition_detail,source_variant,reference_type,reference_amount,reference_amount_min,reference_amount_max,reference_unit,ul_amount,ul_unit,ul_amount_secondary,ul_unit_secondary,source_id,source_artifact,source_page,source_table,source_cell,errata_version,review_status,reviewer_1,reviewer_2,reviewed_at
energy_kcal,에너지,Energy,energy_macronutrient,all,0,5,none,,,EER,500,,,kcal,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=0-5mo;column=EER;raw=500,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
energy_kcal,에너지,Energy,energy_macronutrient,all,6,11,none,,,EER,600,,,kcal,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=6-11mo;column=EER;raw=600,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
energy_kcal,에너지,Energy,energy_macronutrient,all,12,35,none,,,EER,900,,,kcal,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=1-2y;column=EER;raw=900,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
energy_kcal,에너지,Energy,energy_macronutrient,all,36,71,none,,,EER,1400,,,kcal,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,"row=3-5y;column=EER;raw=1,400",2026-03-16,approved,source_check_1,source_check_2,2026-05-14
energy_kcal,에너지,Energy,energy_macronutrient,female,0,1439,lactating,lactation_additional,,EER,340,,,kcal,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=lactating;column=EER;raw=+340,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
energy_kcal,에너지,Energy,energy_macronutrient,female,0,1439,pregnant,pregnancy_trimester_1_additional,,EER,0,,,kcal,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=pregnant_trimester_1;column=EER;raw=+0,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
energy_kcal,에너지,Energy,energy_macronutrient,female,0,1439,pregnant,pregnancy_trimester_2_additional,,EER,340,,,kcal,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=pregnant_trimester_2;column=EER;raw=+340,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
energy_kcal,에너지,Energy,energy_macronutrient,female,0,1439,pregnant,pregnancy_trimester_3_additional,,EER,450,,,kcal,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=pregnant_trimester_3;column=EER;raw=+450,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
energy_kcal,에너지,Energy,energy_macronutrient,female,72,107,none,,,EER,1500,,,kcal,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,"row=female_6-8y;column=EER;raw=1,500",2026-03-16,approved,source_check_1,source_check_2,2026-05-14
energy_kcal,에너지,Energy,energy_macronutrient,female,108,143,none,,,EER,1800,,,kcal,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,"row=female_9-11y;column=EER;raw=1,800",2026-03-16,approved,source_check_1,source_check_2,2026-05-14
energy_kcal,에너지,Energy,energy_macronutrient,female,144,179,none,,,EER,2000,,,kcal,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,"row=female_12-14y;column=EER;raw=2,000",2026-03-16,approved,source_check_1,source_check_2,2026-05-14
energy_kcal,에너지,Energy,energy_macronutrient,female,180,227,none,,,EER,2000,,,kcal,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,"row=female_15-18y;column=EER;raw=2,000",2026-03-16,approved,source_check_1,source_check_2,2026-05-14
energy_kcal,에너지,Energy,energy_macronutrient,female,228,359,none,,,EER,2000,,,kcal,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,"row=female_19-29y;column=EER;raw=2,000",2026-03-16,approved,source_check_1,source_check_2,2026-05-14
energy_kcal,에너지,Energy,energy_macronutrient,female,360,599,none,,,EER,1900,,,kcal,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,"row=female_30-49y;column=EER;raw=1,900",2026-03-16,approved,source_check_1,source_check_2,2026-05-14
energy_kcal,에너지,Energy,energy_macronutrient,female,600,779,none,,,EER,1700,,,kcal,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,"row=female_50-64y;column=EER;raw=1,700",2026-03-16,approved,source_check_1,source_check_2,2026-05-14
energy_kcal,에너지,Energy,energy_macronutrient,female,780,899,none,,,EER,1600,,,kcal,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,"row=female_65-74y;column=EER;raw=1,600",2026-03-16,approved,source_check_1,source_check_2,2026-05-14
energy_kcal,에너지,Energy,energy_macronutrient,female,900,1439,none,,,EER,1500,,,kcal,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,"row=female_75plus;column=EER;raw=1,500",2026-03-16,approved,source_check_1,source_check_2,2026-05-14
energy_kcal,에너지,Energy,energy_macronutrient,male,72,107,none,,,EER,1700,,,kcal,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,"row=male_6-8y;column=EER;raw=1,700",2026-03-16,approved,source_check_1,source_check_2,2026-05-14
energy_kcal,에너지,Energy,energy_macronutrient,male,108,143,none,,,EER,2000,,,kcal,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,"row=male_9-11y;column=EER;raw=2,000",2026-03-16,approved,source_check_1,source_check_2,2026-05-14
energy_kcal,에너지,Energy,energy_macronutrient,male,144,179,none,,,EER,2500,,,kcal,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,"row=male_12-14y;column=EER;raw=2,500",2026-03-16,approved,source_check_1,source_check_2,2026-05-14
energy_kcal,에너지,Energy,energy_macronutrient,male,180,227,none,,,EER,2700,,,kcal,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,"row=male_15-18y;column=EER;raw=2,700",2026-03-16,approved,source_check_1,source_check_2,2026-05-14
energy_kcal,에너지,Energy,energy_macronutrient,male,228,359,none,,,EER,2600,,,kcal,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,"row=male_19-29y;column=EER;raw=2,600",2026-03-16,approved,source_check_1,source_check_2,2026-05-14
energy_kcal,에너지,Energy,energy_macronutrient,male,360,599,none,,,EER,2500,,,kcal,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,"row=male_30-49y;column=EER;raw=2,500",2026-03-16,approved,source_check_1,source_check_2,2026-05-14
energy_kcal,에너지,Energy,energy_macronutrient,male,600,779,none,,,EER,2200,,,kcal,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,"row=male_50-64y;column=EER;raw=2,200",2026-03-16,approved,source_check_1,source_check_2,2026-05-14
energy_kcal,에너지,Energy,energy_macronutrient,male,780,899,none,,,EER,2000,,,kcal,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,"row=male_65-74y;column=EER;raw=2,000",2026-03-16,approved,source_check_1,source_check_2,2026-05-14
energy_kcal,에너지,Energy,energy_macronutrient,male,900,1439,none,,,EER,1900,,,kcal,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,"row=male_75plus;column=EER;raw=1,900",2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,all,0,5,none,,,AI,55,,,g,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=0-5mo;column=AI;raw=55,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,all,6,11,none,,,AI,85,,,g,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=6-11mo;column=AI;raw=85,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,all,12,35,none,,,RNI,130,,,g,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=1-2y;column=RNI;raw=130,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,all,12,35,none,,,EAR,100,,,g,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=1-2y;column=EAR;raw=100,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,all,12,35,none,,amdr_percent_energy,AMDR,,50,65,% energy,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.11 / printed p.xi,2025 한국인 영양소 섭취기준 - 에너지적정비율,row=1-2y;column=AMDR;raw=50-65,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,all,36,71,none,,,RNI,130,,,g,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=3-5y;column=RNI;raw=130,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,all,36,71,none,,,EAR,100,,,g,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=3-5y;column=EAR;raw=100,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,all,36,71,none,,amdr_percent_energy,AMDR,,50,65,% energy,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.11 / printed p.xi,2025 한국인 영양소 섭취기준 - 에너지적정비율,row=3-5y;column=AMDR;raw=50-65,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,female,0,1439,lactating,lactation_additional,,RNI,70,,,g,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=lactating;column=RNI;raw=+70,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,female,0,1439,lactating,lactation_additional,,EAR,55,,,g,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=lactating;column=EAR;raw=+55,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,female,0,1439,lactating,lactation_amdr,amdr_percent_energy,AMDR,,50,65,% energy,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.11 / printed p.xi,2025 한국인 영양소 섭취기준 - 에너지적정비율,row=lactating_amdr;column=AMDR;raw=50-65,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,female,0,1439,pregnant,pregnancy_amdr,amdr_percent_energy,AMDR,,50,65,% energy,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.11 / printed p.xi,2025 한국인 영양소 섭취기준 - 에너지적정비율,row=pregnant_amdr;column=AMDR;raw=50-65,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,female,0,1439,pregnant,pregnancy_trimester_2_additional,,RNI,45,,,g,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=pregnant_trimester_2;column=RNI;raw=+45,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,female,0,1439,pregnant,pregnancy_trimester_2_additional,,EAR,35,,,g,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=pregnant_trimester_2;column=EAR;raw=+35,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,female,72,107,none,,,RNI,130,,,g,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=female_6-8y;column=RNI;raw=130,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,female,72,107,none,,,EAR,100,,,g,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=female_6-8y;column=EAR;raw=100,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,female,72,107,none,,amdr_percent_energy,AMDR,,50,65,% energy,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.11 / printed p.xi,2025 한국인 영양소 섭취기준 - 에너지적정비율,row=female_6-8y;column=AMDR;raw=50-65,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,female,108,143,none,,,RNI,130,,,g,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=female_9-11y;column=RNI;raw=130,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,female,108,143,none,,,EAR,100,,,g,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=female_9-11y;column=EAR;raw=100,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,female,108,143,none,,amdr_percent_energy,AMDR,,50,65,% energy,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.11 / printed p.xi,2025 한국인 영양소 섭취기준 - 에너지적정비율,row=female_9-11y;column=AMDR;raw=50-65,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,female,144,179,none,,,RNI,130,,,g,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=female_12-14y;column=RNI;raw=130,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,female,144,179,none,,,EAR,100,,,g,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=female_12-14y;column=EAR;raw=100,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,female,144,179,none,,amdr_percent_energy,AMDR,,50,65,% energy,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.11 / printed p.xi,2025 한국인 영양소 섭취기준 - 에너지적정비율,row=female_12-14y;column=AMDR;raw=50-65,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,female,180,227,none,,,RNI,130,,,g,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=female_15-18y;column=RNI;raw=130,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,female,180,227,none,,,EAR,100,,,g,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=female_15-18y;column=EAR;raw=100,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,female,180,227,none,,amdr_percent_energy,AMDR,,50,65,% energy,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.11 / printed p.xi,2025 한국인 영양소 섭취기준 - 에너지적정비율,row=female_15-18y;column=AMDR;raw=50-65,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,female,228,359,none,,,RNI,130,,,g,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=female_19-29y;column=RNI;raw=130,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,female,228,359,none,,,EAR,100,,,g,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=female_19-29y;column=EAR;raw=100,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,female,228,359,none,,amdr_percent_energy,AMDR,,50,65,% energy,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.11 / printed p.xi,2025 한국인 영양소 섭취기준 - 에너지적정비율,row=female_19-29y;column=AMDR;raw=50-65,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,female,360,599,none,,,RNI,130,,,g,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=female_30-49y;column=RNI;raw=130,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,female,360,599,none,,,EAR,100,,,g,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=female_30-49y;column=EAR;raw=100,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,female,360,599,none,,amdr_percent_energy,AMDR,,50,65,% energy,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.11 / printed p.xi,2025 한국인 영양소 섭취기준 - 에너지적정비율,row=female_30-49y;column=AMDR;raw=50-65,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,female,600,779,none,,,RNI,130,,,g,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=female_50-64y;column=RNI;raw=130,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,female,600,779,none,,,EAR,100,,,g,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=female_50-64y;column=EAR;raw=100,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,female,600,779,none,,amdr_percent_energy,AMDR,,50,65,% energy,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.11 / printed p.xi,2025 한국인 영양소 섭취기준 - 에너지적정비율,row=female_50-64y;column=AMDR;raw=50-65,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,female,780,899,none,,,RNI,130,,,g,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=female_65-74y;column=RNI;raw=130,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,female,780,899,none,,,EAR,100,,,g,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=female_65-74y;column=EAR;raw=100,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,female,780,899,none,,amdr_percent_energy,AMDR,,50,65,% energy,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.11 / printed p.xi,2025 한국인 영양소 섭취기준 - 에너지적정비율,row=female_65-74y;column=AMDR;raw=50-65,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
carbohydrate_g,탄수화물,Carbohydrate,energy_macronutrient,female,900,1439,none,,,RNI,130,,,g,,,,,kns_2025_kdris_publication,kns_2025_kdri_books_summaries_errata_f4/웹용_2025 KDRI-국문 요약본.pdf,PDF p.12 / printed p.xii,2025 한국인 영양소 섭취기준 - 에너지와 다량영양소,row=female_75plus;column=RNI;raw=130,2026-03-16,approved,source_check_1,source_check_2,2026-05-14
