fixture_id,category_key,category_display_name,brand_candidate_display_name,brand_candidate_key,source_product_id,image_count,detail_page_count,review_count,decision,reviewed_manufacturer,reviewed_product_name,reason_codes
brand_655a1a0c3447845f4a8e43b6,기타,기타,내츄럴플러스,내츄럴플러스,13142476582,107,2,105,,,,
brand_6721fcde6c3ad40638867b21,기타,기타,내츄럴플러스,내츄럴플러스,5879050157,501,2,499,,,,
brand_b17dc5fb2d4bb8d024fd340c,기타,기타,내츄럴플러스,내츄럴플러스,6493521908,401,2,399,,,,
brand_6511829d93856eedb06edc61,기타,기타,내츄럴플러스,내츄럴플러스,7061439562,502,2,500,,,,
brand_1c71c38c6d913373ebaacd38,기타,기타,뉴트리코스트,뉴트리코스트,5067711744,426,26,400,,,,
brand_02a585b2cda05387e64aa462,기타,기타,뉴트리코스트,뉴트리코스트,2936151162,532,33,499,,,,
brand_e8a011d78a3a9d1a1e67d895,기타,기타,뉴트리코스트,뉴트리코스트,5067711734,24,3,21,,,,
brand_29e03c17aeb8947222ff7415,기타,기타,뉴트리코스트,뉴트리코스트,12736474949,288,33,255,,,,
brand_a0c347e7e120e10527057637,기타,기타,뉴트리코스트,뉴트리코스트,9067123846,333,33,300,,,,
brand_62ed34e0e77d8980c46296ce,기타,기타,뉴트리코스트,뉴트리코스트,10142215800,47,18,29,,,,
brand_0c15ceba640b918fde6d5e59,기타,기타,덴프스,덴프스,11012888566,535,40,495,,,,
brand_13725ddaa1abf2aa3db07e89,기타,기타,마시는,마시는,12596977486,385,2,383,,,,
brand_5270b3a90bfa5b5cde70966a,기타,기타,삼대오백,삼대오백,11984345696,10,10,0,,,,
brand_02dbcb4e9985a1a95916dd24,기타,기타,삼대오백,삼대오백,13193621728,57,5,52,,,,
brand_dfcc89d4993654b4fa43d7a3,기타,기타,삼대오백,삼대오백,11456630331,120,5,115,,,,
brand_37090aec17b1b841516356dd,기타,기타,식물성,식물성,12134245994,16,16,0,,,,
brand_51b1066f7525caf0ea50c9ae,기타,기타,써큐란,써큐란,6944799252,491,4,487,,,,
brand_34e08331efcdc109fa4d0e36,기타,기타,쏜,쏜,10164407464,10,10,0,,,,
brand_6eb7e040de6b713d28138be7,기타,기타,쏜리서치,쏜리서치,12633840606,58,5,53,,,,
brand_8cd5d6cd902434c28661f5b2,기타,기타,쏜리서치,쏜리서치,13337766291,5,5,0,,,,
brand_e9b48128ce60622720d15b5e,기타,기타,쏜리서치,쏜리서치,12780270094,31,3,28,,,,
brand_bebecb56842a064a200f8086,기타,기타,쏜리서치,쏜리서치,12264547985,198,5,193,,,,
brand_535475aafcc26c4d63a1da9b,기타,기타,쏜리서치,쏜리서치,12380977610,254,7,247,,,,
brand_0668a0d98020f2d405752dcc,기타,기타,쏜리서치,쏜리서치,12683992303,501,4,497,,,,
brand_beb7c2edccb774fc12106f86,기타,기타,쏜리서치,쏜리서치,13256642289,3,3,0,,,,
brand_6a94fa48cc3ade1cf13ca2a7,기타,기타,쏜리서치,쏜리서치,12575949662,186,11,175,,,,
brand_6390bc05cfddc1d1a40bb84d,기타,기타,쏜리서치,쏜리서치,13180760140,16,5,11,,,,
brand_e01fe8b120254a863f82c271,기타,기타,알부민,알부민,13093201196,192,2,190,,,,
brand_22e4e57c02b8b12630c79365,기타,기타,에너지,에너지,12101097557,259,2,257,,,,
brand_070ed99abc6eb8cf1b3e80d4,기타,기타,유기농,유기농,11956944700,333,2,331,,,,
brand_7362c54779217ff439ccf0d2,기타,기타,유기농,유기농,13521923966,9,2,7,,,,
brand_aeeaaa26ac4201f63128b3ca,기타,기타,종근당,종근당,7720121238,202,3,199,,,,
brand_056a6d09621f9b4b67d1ce5a,기타,기타,종근당건강,종근당건강,4730311405,499,1,498,,,,
brand_7dc524e9b8a791f7ddbe580e,남성_쏘팔메토,남성_쏘팔메토,고려은단,고려은단,10764662775,499,5,494,,,,
brand_887add448cac8e9d814ecb80,남성_쏘팔메토,남성_쏘팔메토,나우푸드,나우푸드,5294151157,497,3,494,,,,
brand_026fc33e7645c88e6e18e45b,남성_쏘팔메토,남성_쏘팔메토,내츄럴플러스,내츄럴플러스,9417314501,326,15,311,,,,
brand_21dfb57ffa2bf36935f6fa31,뇌_은행잎,뇌_은행잎,닥터린,닥터린,8490007771,503,5,498,,,,
brand_dc85a219add2f32891707a3d,뇌_은행잎,뇌_은행잎,락티브,락티브,10718647050,501,2,499,,,,
brand_18d771de71226f237905f8ad,뇌_은행잎,뇌_은행잎,락티브,락티브,11264419738,500,2,498,,,,
brand_52dd2b2c53ce4fa4a22d7c40,뇌_은행잎,뇌_은행잎,나우푸드,나우푸드,10697833293,174,2,172,,,,
brand_de8dfdb56328ddaa6b81d1cf,뇌_은행잎,뇌_은행잎,종근당,종근당,10663290383,494,2,492,,,,
brand_408eac442ea049f623a97bfe,다이어트_체지방,다이어트_체지방,나우푸드,나우푸드,4981986511,502,2,500,,,,
brand_9bba29e783af20e5cce89620,다이어트_체지방,다이어트_체지방,나우푸드,나우푸드,10998181198,502,2,500,,,,
brand_ba36e41361df2eb5a201d49b,다이어트_체지방,다이어트_체지방,나우푸드,나우푸드,10998184938,497,2,495,,,,
brand_736a5de70728d829cd97b292,다이어트_체지방,다이어트_체지방,내츄럴플러스,내츄럴플러스,2138590086,499,2,497,,,,
brand_6892baded320306a233f64b8,단백질_프로틴,단백질_프로틴,뉴트리코스트,뉴트리코스트,8475552924,27,27,0,,,,
